id,change_area_fraction,change_ssim,change_rmse,localization_iou,background_ssim,composite_score,error
17\17,0.2509722222222222,0.753753174963911,35.38862138361053,0.6104532275293758,0.8236000237436805,0.742733801580392,
17\27,0.2510035686728395,0.5368869881076511,144.3145017287619,0.14889558691984756,0.8198078109700543,0.4423624490659937,
169\37,0.4948857060185185,0.565449605790704,98.12970711313315,0.3461564558556847,0.6685143251337758,0.5250669713863549,
169\83,0.3813792438271605,0.3627087422638209,98.51487850037344,0.3763464766598807,0.7643613794223216,0.47723963833080785,
168\120,0.17805314429012345,0.5930999599127851,86.98384667136621,0.15848026868178003,0.7546048454389886,0.5000971685495699,
168\22,0.09945794753086419,0.5968123199468156,75.45412002586042,0.11168509477839932,0.7662035377228481,0.49814066909226545,
167\13,0.16721836419753086,0.7011967455151471,83.11140902505996,0.14233225694187607,0.7645021763564988,0.5376084456231548,
162\111,0.06332802854938271,0.36413403873889677,92.024960047544,0.12862658743325994,0.7651420894830988,0.408629763958081,
159\102,0.039675443672839504,0.4207183673993679,98.5961442926919,0.08689916877484641,0.7506380223481041,0.4085865733252782,
159\39,0.039813368055555555,0.42488745571310377,101.85719183353147,0.07300337902570918,0.736910574327131,0.40126021576144205,
159\50,0.5417751736111112,0.45629138956137855,133.86655049911235,0.33890115673552335,0.860050476967228,0.4853865319717434,
154\38,0.17025511188271605,0.5910770288925509,63.84728810027756,0.468949650162591,0.7959347184093074,0.6168757585301916,
152\6,0.28479552469135805,0.3330795287059721,116.2590199101256,0.4504039111831226,0.8347924544793391,0.4857343315463784,
151\126,0.015922067901234568,0.2573980088105022,171.8939065347811,0.010852051385898306,0.716252988023711,0.26596411647964413,
151\47,0.4115600887345679,0.3594978443541871,153.66671703956487,0.30786295228727034,0.7435888034652901,0.4091985364047912,
151\61,0.4144883294753086,0.35570870279200745,150.3008941760157,0.2510901590038869,0.7502359252617612,0.39447742821193427,
151\65,0.015922067901234568,0.26866580215887087,160.22964744403194,0.017071317566496092,0.7000058477828581,0.278484991472173,
151\68,0.022083333333333333,0.2882890932693123,137.30874102096234,0.04215838647771091,0.6801297293745164,0.30787502778123055,
150\21,0.4629663387345679,0.32802206081477975,149.55061094259065,0.4034087395810146,0.7218757738337426,0.4268171124168205,
136\64,0.02638358410493827,0.3267112770508287,138.91623929119433,0.04716220712269377,0.7660098627590567,0.3344451753488925,
133\77,0.24152922453703704,0.2641505468610554,170.80928712361822,0.15207883892672006,0.8350213564810791,0.3293614782192977,
124\92,0.2585498649691358,0.2996372122271403,119.22847081664206,0.3417294603442546,0.7565094418268974,0.4273557525261104,
123\33,0.09100742669753087,0.45741042805010046,65.37568256368574,0.13040145474165885,0.7009314333422451,0.4530787560933807,
113\87,0.37072145061728395,0.32432795013539545,159.52567680116434,0.31158919987487343,0.7574616743713127,0.3954926157822812,
112\2,0.4970732060185185,0.3299710555154617,145.9392328703152,0.3938040511030998,0.8755920385827268,0.45050774712105235,
11\43,0.2548042052469136,0.4301557090595885,85.00824522061578,0.2696181261639232,0.7577330594186092,0.478426761426459,
109\1,0.34989583333333335,0.3113885548821162,151.43395483885902,0.32794218283177273,0.77818027062461,0.40532396036658436,
108\115,0.3513261959876543,0.29106457651690687,151.79296686351225,0.3213798060357382,0.7827585199012055,0.3966470142328885,
100\124,0.5237186535493827,0.42591087775074454,149.98655403136772,0.2650411161636053,0.9242559980359296,0.449583028801453,
100\51,0.15864583333333335,0.3351045759693873,104.82206480206177,0.4223023488120387,0.9142918327493789,0.49890769698682413,
100\55,0.08464457947530864,0.577431250425604,81.49743177411113,0.16341750337504937,0.8589701892496354,0.5160521627162853,
1\98,0.07880883487654321,0.449578874081443,127.34005182849357,0.09985694190168713,0.772749458242971,0.4033475567817364,
